LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
1/15/95 00:00,-8.8,0,-10.1,0.2,7.4,0,6.8,0,5.8,18,7,33.6,4,26,-12.5,3.4,1,2,5.6,43.4,6.8,11.5,-12.9,0,-17.4,0
1/16/95 00:00,-8.8,1,-13.6,0,11.6,0,6.3,6.2,4.1,5.2,0.9,11.4,1.9,16.4,-14.1,1.3,1.6,13.6,-0.2,13.4,5.8,2.5,-18.2,0,-6,3.2
1/17/95 00:00,-8.1,0,-9.9,0.2,6.3,23.5,-1.8,18.2,-1.1,0.8,-1,1,-2.5,3.2,-16.5,0.4,-2.1,10.6,-0.4,0,4.1,6.5,-12.4,0,-6.7,6.2
1/18/95 00:00,-2.7,0,-15.7,0,-0.7,0.7,-2.3,0.6,-0.8,0,-2,0.7,-2.5,0,-18.9,0.4,-6.8,10.5,1.4,0,7.5,16.2,-13.7,0.4,-11,0.6
1/19/95 00:00,-1.8,0,-8.4,0,1.6,0.6,-0.7,0.6,2.1,0,0.4,0.6,-0.7,0.6,-11.8,0.8,-5.3,0.4,3.6,0,7.3,0,-6.6,0,-13.1,0.2
1/20/95 00:00,-4.8,0,-12,0,1,0.4,-1.4,0.2,2,22.4,1.8,20.9,0.8,0,-11.8,0,-1.3,0,4.9,33.6,5.6,0,-3,0,-13.9,0.2
1/21/95 00:00,-6.8,0,-14,0,0.7,17.8,-1.5,21.2,0.8,5.8,0.4,6.7,-1.1,12.2,-11.3,0,-3.8,0,1.5,10.6,2.2,0,-0.9,0,-19.4,0
1/22/95 00:00,-6,0,-15.2,0,1.9,1.2,-1.1,12.8,,4.2,-2,3.8,-3.7,1.6,-16.3,0,-2.9,0,-2.3,6.8,1.8,0,-0.6,0,-27,0
1/23/95 00:00,-3,0,-11.7,0,1,1.2,-1.2,5.8,-4.1,2,-2.5,2,-4.6,1.4,-14.2,0,-1.4,26.6,-2.5,0,2.3,0,-11.6,0,-24.7,0
1/24/95 00:00,-7.3,0,-17.5,0,-0.9,0.8,-3.1,9.6,-3.7,0.2,-3.1,0.2,-7.4,0.4,-10.2,0.8,-0.5,30.4,-0.9,0.4,2.3,0,-17.4,0,-22.4,0
1/25/95 00:00,-5.1,0,-18.2,0,-4.1,0.8,-8.2,0.6,-7.9,0,-8.6,0,-7.7,0,-14.8,0,-1,18.2,-1.1,0.2,4,0.8,-17.7,0.3,-20.2,0
1/26/95 00:00,-5,0,-16.8,0,-7.4,0.6,-12.6,0,-11.9,0,-10.9,0,-13.7,0,-17.6,0,-4.1,0,-2.9,0,7.2,3.6,-17.4,0.2,-16.2,0
1/27/95 00:00,-2.5,0,-11.2,0,-13.3,0.6,-17.5,0,-14.5,0,-14.3,0,-17.4,0,-18.4,0.2,-8,0.4,-6.6,0,7.1,0,-13.5,0,-15,0
1/28/95 00:00,-5.1,0,-9.3,0,-13.2,1.4,-14.6,0.4,-14.1,0,-14.1,0,-12.1,0,-17.7,0,-9.5,6.7,-12.5,0,5.5,8.2,-5.2,1.6,-9.4,0.7
1/29/95 00:00,0.3,0,-0.8,0,-8.9,0,-11.1,0,-11.6,0,-10.9,0,-11.9,0,-10,0,-9.3,3.2,-8,0,8.2,25.4,-1,0,-13.5,0
1/30/95 00:00,5.3,0,-1.8,0,-5.6,1,-9.6,0,-5.2,0,-6.7,0,-9.9,1.8,-1.3,0.2,-7.6,0,-4.7,0,10,12.8,-4.8,0,-7,0
1/31/95 00:00,3.1,0,-4.1,0.4,-9.9,0.2,-10.6,2.8,,0.8,-2.4,0.7,-11.3,9.2,-4.1,0,-6.7,5,-1.4,0,10.9,10.1,-10.9,0,-2.9,0
2/1/95 00:00,5.8,0,-1.6,0,-3.9,2.2,-5.9,3,-2.9,2.8,-5.2,1.3,-4.4,3.2,-3.3,4.1,-8.4,0,-2.5,0.2,9.5,4.9,-13,0,-14.4,0
2/2/95 00:00,1.2,0,-7.6,1,-2.6,0.4,-5.9,5.4,-11.7,0,-13.4,0,-12.6,0.6,-4.3,0,-7.1,0.6,-10.4,0,6.1,0,-9.1,0,-10.6,0.4
2/3/95 00:00,3.9,0,-7,0.4,-12.7,0.3,-17,0.6,-13.4,0,-12.2,0,-17.1,0,-12.7,1.3,-4.8,12.4,-9,0,6.7,4.4,-5,0.4,-9.7,0
2/4/95 00:00,-0.5,0,-2.5,0,-9.5,6.4,-15.9,14,-10.3,9.2,-10.6,4.2,-13.8,11.4,-4.9,0,-11.7,0.4,-8.1,0,5.6,0,-1.3,0,-21.5,0
2/5/95 00:00,-3.3,0,-8,0,-1.2,21.3,-6.3,15.4,-15.4,8.2,-18.7,1.2,-16.3,11.4,-7.6,0,-5.3,9.4,-17.1,0,6,7,-1.8,0,-23.4,0.2
2/6/95 00:00,-2,0,-11.1,0,-13.2,0,-21.3,0,-25,0.2,-25.4,0,-25.6,0.8,-12.8,0,-0.5,7,-18.5,0,8.2,6.9,-0.3,0,-14.8,0
2/7/95 00:00,-1.7,1.3,-5.1,0.8,-17.6,0,-24.4,0,-19.1,0,-19.3,0,-22.9,0.2,-13,0,-6,0.4,-10.3,0.2,5.9,0,2.3,0,-18.1,0
2/8/95 00:00,0.1,0,-1.8,0,-9.7,0,-15.3,0,-15.9,0,-16.7,0,-20.9,0.6,-5.2,0,-9,3.2,-14,0,4.9,0,1.7,0,-11.1,0.2
2/9/95 00:00,-1.3,0,-3.8,0.2,-12,0,-15.3,0.2,-8.8,1.2,-9.5,2.5,-11.3,3,-9.6,0,-8.4,1.4,-8.3,0,4.4,0,-6.8,0,-11.9,4.6
2/10/95 00:00,-14.2,0,-19,0,-6.5,0.4,-9.3,0.2,-11.7,3,-11.6,3.4,-12.9,0.2,-19.4,0,-9.7,0.2,-3,1.2,3.1,0,-4.4,6.5,-23.9,0.2
2/11/95 00:00,-17.6,0,-22.3,0,-4.6,1,-7.9,3.6,-9.2,3.2,-10.2,2.4,-8.3,6,-23.2,0,-9.9,0,-12.2,0,4.7,0,-8.7,1.6,-24.6,0.6
2/12/95 00:00,-18.9,0,-19.7,1,-7.5,0,-11.1,2.8,-17.5,0.6,-17.3,0.2,-17.1,0.8,-21.6,0,-6.1,6.4,-13.4,0,2.5,0,-14.8,0,-23.2,0
2/13/95 00:00,-18.2,0,-20.7,0,-13.4,0,-16.1,0,-11.9,0,-10.5,0,-16.1,0.8,-22.1,0,-10.3,6.2,-9.7,0,-0.8,0,-15.7,0.7,-22.8,0
2/14/95 00:00,-17.6,0,-19.9,0.2,-9.1,0.4,-11.7,0,-10.1,0,-10.6,0,-12.4,0.2,-21.2,0,-11,0,-9.9,0,-2.3,2.8,-20,0.8,-20.5,2
2/15/95 00:00,-14.3,0,-20.5,0.4,-6.9,0,-9.4,0,-4.9,8.2,-6.4,3.3,-12.8,14.2,-22.3,0,-12.1,0,-5.3,2.8,1.9,21,-20.7,0,-22.7,0
2/16/95 00:00,-15.9,0,-19.3,1.6,1.8,18.8,-2.1,4.4,-2.9,0,-3.7,0,-6.8,3.4,-22.9,1,-2.7,12.3,-2.6,0,4.3,10.6,-27.4,0,-21.1,1
2/17/95 00:00,-4.4,0,-17.5,0.2,-3.9,0,-8.5,0,-5.8,0,-4.6,0,-11.4,0,-18.2,0.3,-7.2,0,-2.9,0,7.2,14,-24.3,0,-16.7,0
2/18/95 00:00,-1.8,0,-13.4,0,-2.3,0,-5.5,0.6,-0.4,0,-0.8,0,-5.6,0,-14.8,0,-11,0,2.1,0,7.6,33.4,-27.3,2.6,-13.4,0
2/19/95 00:00,5.7,0,-2.4,0,-2.1,0,-2.1,0,-1.4,0,1,0,-3.6,0.6,-6.2,0,-7.9,0,2.9,0,10,6.7,-19.8,0.9,-12.7,0
2/20/95 00:00,8.8,0,0.6,0,-1.7,0,-5,0,-4.8,0,-4.8,0.8,-9.9,0.4,-5.4,0,-4.8,2.4,-1,3.2,9.6,14.6,-8.8,0.9,-12.9,0
2/21/95 00:00,4.3,0,2.9,2.2,-6,13.6,-9.2,9,-4.3,3.8,-6.9,4.4,-7.3,1,0.9,0,-1.5,23.6,-5,2.2,6.9,0,-5.6,0,-7.9,0
2/22/95 00:00,-1.9,0,-1.8,0,-8.8,0,-11.7,1.2,-8,0.4,-11,0,-11.6,0.2,-4.3,0,0.2,15.2,-7.4,0,6,0,-8.7,0,-2.4,0
2/23/95 00:00,-1.8,0,-6.2,0,-6.7,0.6,-9.3,1,-2.5,4.4,-3.3,0.2,-5.1,1.4,-5.9,0,-6.6,0.8,-2.3,0,6.3,0,-11.8,0.2,-7.8,0
2/24/95 00:00,4.7,0,-4.8,0.6,4.2,27.1,2.3,8.7,-6.1,1.8,-7.9,0.4,-7,9,-7.1,2.5,0.6,4,-3.7,0,7.4,13.8,-12.8,0.4,-11.9,0
2/25/95 00:00,-1.5,0,-5.5,1.8,-4.8,0,-7.7,0,-16.2,0,-15.5,0,-16.8,0,-9.5,3.7,2.5,11.2,-10.2,1.4,5.4,0,-18.9,0,-12.6,0.4
2/26/95 00:00,-13.2,0.6,-16.4,0.2,-11.4,0,-14.3,0,-13.6,0,-16.7,0,-20.6,0,-18.5,0,-6.6,0.8,-12,0,4.8,0,-20.8,0,-13.1,0
2/27/95 00:00,-14.2,0.2,-18.9,0,-11.5,2.6,-14.3,2.2,-13.5,9,-14.7,5.8,-19.3,4.8,-23.3,0,-10,0,-6,9.6,2.8,0,-17.8,0,-22.3,0
2/28/95 00:00,-15.3,0,-20.4,0,-3,18.7,-7.2,20,-6.9,2,-5.7,0,-8.6,0,-24,0,-8.8,22.9,-3.2,0,3.2,0,-14.5,0,-24.5,0
3/1/95 00:00,-10.8,0,-14.3,0,-2.9,1.4,-7.4,1.4,-7.5,0.8,-3.5,0,-7,1.4,-19.6,0,-5.1,29.8,-5.3,0,3.8,0,-14,0,-23.3,0
3/2/95 00:00,-5.1,0.2,-5.6,0.4,-6.3,0,-8.1,0,-10.2,0,-10.6,0,-13.8,0,-7.2,0,1.3,8,-8.2,0,2.6,0,-9.6,2,-13.6,0.4
3/3/95 00:00,-11.4,5.6,-14.6,1.4,-10.7,0,-13.5,0,-14,0,-11.6,0,-14.9,0,-19.8,0,-8,0,-7.6,0,3.5,0,-7.5,0.2,-17,0
3/4/95 00:00,-21.3,0.9,-22,3.8,-9.5,0,-11.1,0,-7.1,0,-6.8,0,-11.7,0,-22.5,0.6,-10.7,0,-4.3,0,3.1,15,-12.8,0.2,-27.7,0
3/5/95 00:00,-25.3,0.6,-26.2,0.2,-4.9,0,-4.9,0,-8.3,1,-7.1,1.8,-11,1.8,-24.5,0.2,-8,0.2,-1.4,9.4,1,0.2,-8,0,-21.2,1.2
3/6/95 00:00,-23.1,0,-23.4,0,0.2,9.7,-5.2,19,-4.4,8.2,-2.9,7.7,-8.2,7.6,-26.1,0,-9.8,0.4,0.1,1.4,2.5,0.6,-11.5,0,-18,1.2
3/7/95 00:00,-21.2,0,-23,0,-3.1,0,-8.1,0.6,1,0.8,2.4,6,-7.6,7.2,-23.7,0,-6.7,10.2,6.9,23.6,4.1,0,-11.1,0.2,-20.8,0
3/8/95 00:00,-14.8,0,-16.5,0,3.8,2.2,5.1,0,0.7,13.2,-1.1,5.1,-0.8,19,-21.6,0,-2.8,2.8,-5.1,4.8,5.4,18.6,-15.8,0,-23.7,0
3/9/95 00:00,-10.4,0,-11.2,0.6,3.7,18.4,1.5,27,-9.9,4.2,-10.3,0,-7.7,13,-10.3,0,7.4,1,-9.9,0,11.3,9.8,-16.6,1.5,-14.4,0
3/10/95 00:00,2.7,0,-3.9,0,-8.6,2.5,-11.7,2,-12.9,0,-12,0,-10.9,0,-1.8,0,3.7,5.8,-8.3,0,10.3,3.8,-16.3,0,-4.5,0
3/11/95 00:00,5.6,0,-0.1,0,-8.5,0,-11.7,0,-10.4,2.6,-7.4,0.2,-14.5,0,5.9,0,-5.2,0.4,1.2,0,10.1,10.4,-16.5,6.8,0.8,0
3/12/95 00:00,4.4,0,0.5,0,-7.3,0,-11.1,0,-1.8,0,-2.2,0,-6.5,0,2.4,0,-9.4,0,6.3,0,7.6,0,-22.3,0,3.4,0.2
3/13/95 00:00,3,0,0.8,0,-3.7,0,-2.7,0,5.1,0,6.9,0,3.3,0.2,2.2,0,-8.5,0,9.7,0,8.2,8.2,-17,0,3.8,0.2
3/14/95 00:00,3.2,0,0.7,0,-2,0,0.4,0,6,0,10.3,0,0.9,0,0.9,0,-5.2,8.6,11.3,0,10.9,6.8,-19,0,-1.4,0
3/15/95 00:00,4.7,0,2.5,0,-0.4,0,-1.7,0,6.7,1.4,8.2,0,1.8,0,1.3,0,-0.8,4,12.1,0.6,9.7,4.4,-15.4,0,-6.2,0
3/16/95 00:00,3.4,0,2.9,1,3.2,0,-0.4,0,6.4,2.2,7.7,0,0.9,5.6,2.5,0,-0.9,0.6,9.7,0,7.8,0,-3.2,0,0.4,5
3/17/95 00:00,2.1,0,-0.8,0,1.9,1.2,1,1,2.7,1.4,3.8,0.4,0.9,5.8,-1.4,0.2,-1.8,1,1,0,9.9,2.8,3.1,0,3.4,0
3/18/95 00:00,3.5,0,0.9,0,3.3,5,-1.5,5,2.6,0,3.7,0,2.4,0.8,-3.8,0,-1.4,7,3.5,0,11.2,15.9,3.5,0,2.4,1.2
3/19/95 00:00,7,0,5.8,0,-2,0,-2.1,0.8,2.9,0,3.9,0.6,0.1,0,-4.1,0,-6.8,26.6,3.3,2.8,8.2,4,-3.4,1.2,-0.6,0
3/20/95 00:00,2.4,0,3.8,0,3.6,0,1.9,0,5.4,0.8,7.6,3,1.6,0.2,1.2,0,-8.2,0,6.9,7,9.2,8.2,-10.3,0,0.9,0
3/21/95 00:00,5,0,5.5,0,5.3,3.3,5,3.2,5.8,7.6,5.2,3.7,3.2,5.8,5,0,-1,0.4,6.3,0,7.9,0,-12.6,2.6,2.3,0
3/22/95 00:00,1.1,0,0.3,0,5.2,0.2,6,0.2,4.5,1.2,3.4,0.6,2.1,2.6,6.7,0,5.5,2.4,3.7,1.2,4.9,1,-14.3,2.9,3.2,0
3/23/95 00:00,-2.5,0,-1,0,2.1,0,-1.8,4.4,4.3,0,3.7,0,-1.5,3.8,1.6,0,4.7,15.4,3.4,0,5.8,0,-19.7,2,1.6,1.3
3/24/95 00:00,0.9,0,-0.4,0.8,-3.9,1.2,-3.9,3,-1.3,0,0.2,0,-5.9,0.8,2.6,3.1,3.4,2.2,1.8,0,5.8,0,-20.7,0.4,6,0
3/25/95 00:00,-3.2,0,-3,0,-2.5,1.2,-3.3,6,2.5,0,3.4,0,-1,0,-2.1,20.2,2.4,9.2,4,0,4.2,0,-24.3,1.4,5.8,1.6
3/26/95 00:00,-5.3,0,-3.8,0,-0.5,1.5,-2.5,7.4,3.2,0,3.5,0,1.5,0,-6.7,3.2,-0.2,0,5.3,0,5.5,0,-10.7,0.9,2.5,12.4
3/27/95 00:00,-2.7,0,-0.5,0,-2.5,0,-3.1,0,4,0,3.4,0,-1.5,0,-6,2.5,-2.4,9.9,1.4,0,6.2,0,-4.8,0,3.7,0.6
3/28/95 00:00,0.1,0,0.7,0,-2.3,0,-4,0,4,0,6,0,-1.5,0,-8.8,0,-0.5,0.9,3.6,0,8,0,1.4,0,-1.3,0
3/29/95 00:00,1.9,0,3.4,0,-0.8,0,-3.6,0,4,0,5.9,0,1.2,0,-8.1,0,-4.7,1,3.3,0,8.8,0,4.1,0,-2.6,0
3/30/95 00:00,6.2,0,6.8,0,-1.4,0,0.4,0,5.5,0.4,5.8,0.6,3.6,3.6,-1.9,0,-8.6,0.2,4.7,0,10.4,0,0.4,0,-2.5,0
3/31/95 00:00,7.6,0,4,0,0.4,5,1.6,5.6,1.5,0,1.5,0.2,-0.5,4.6,0.2,0,-7,0,0.5,0,10.9,1.2,2.9,0,-1,3.2
4/1/95 00:00,7.8,0.2,3.5,0.2,0.6,1.4,-0.5,4.4,-1,0,-0.8,0,-2,0,0.1,0,-2.9,0,-1,0,8.6,0.2,1.8,0,-1.3,0
4/2/95 00:00,6.1,0,1.4,1.4,-0.8,0,-3,0.4,-0.1,0,1.5,0,-2.1,0,-0.6,5.5,-0.5,5,3,0,9.7,0,0.4,0,0.4,1.2
4/3/95 00:00,-3.6,0.8,-10.1,1.4,-1.9,0,-1.4,0,2.2,0.8,1.2,3.8,-0.6,0.6,-14.3,0,0,2,5.8,2,10.6,0,2,1.6,-10.8,0.6
4/4/95 00:00,3.3,0,-3.5,1.4,-0.8,3.3,0.3,4.8,-1.3,3.4,-3.4,2.9,-4.4,4.6,-8.3,0.4,-1.4,0.6,-1.1,0.4,10.1,6.2,1.7,0,-11.8,0
4/5/95 00:00,3.6,0,3.7,0,-5.9,1.1,-7.2,2.8,-9.8,0,-9.5,0,-13.9,0,-4.3,3.6,-4,0.2,-4.6,0,7.3,0,0.6,0,-10.2,5
4/6/95 00:00,4.5,0,3.4,0,-4.6,0,-4.5,0,-7.4,0,-6.9,2.4,-8,0,-1.8,0,-7.6,5.8,-1.5,2.8,8.4,2.6,-2.3,0,-10.3,0
4/7/95 00:00,1,0,2.6,0,0.8,0,-0.2,0,-3.4,0,-3.8,0,-3.4,0,-4.9,0,-5,0.4,-0.9,0,10.5,8.2,-0.2,0,-6,0
4/8/95 00:00,-1.1,2.8,-2.8,1.8,2.5,0,1.1,0,-0.4,0,-0.3,0,-0.8,0,-4.9,0,-1.8,0,2.3,0,9.3,7.6,3.1,0,-7.5,0
4/9/95 00:00,-3.9,3,-0.1,0,0.9,3.5,-0.2,9.6,1.8,0,0.7,0,1.1,0.2,-3.5,0,0.7,0,1.5,0,9,0.4,3.6,0,-5.8,0
4/10/95 00:00,1.9,0.4,4.1,0,2.2,1.6,1.2,0,-0.1,0,0.3,0,-1.2,0,-0.9,0,1.7,2.8,0.6,0,7.5,16.4,0,0,-1.3,0
4/11/95 00:00,4.7,0,4.6,2.4,2.2,0,0.3,0,4,0,4.1,0,2.4,0,4.3,0,0.1,0,6.4,0,6.2,0,1.9,0,1.7,0
4/12/95 00:00,3.7,0,3.9,0,1.1,0.2,-0.2,2.2,9.5,12,8.1,14.8,3.7,11.4,4.3,0,-5.2,0,8.9,6,6.3,3.4,2.4,0,3.9,0
4/13/95 00:00,7.1,0.9,3.5,0.8,4.1,37.4,4.6,1.4,6.4,5,6.9,0.2,6.1,9.8,3.7,0,-2.7,0,6,0.6,8.7,3.8,0.4,0,5.5,0
4/14/95 00:00,4.9,0.6,4.9,0,6.3,5.8,5.5,5,4.4,0.2,4.6,0,4.8,0,4.1,7.8,1.4,4.2,3.5,0.2,8.1,0,1.2,0,7.4,0
4/15/95 00:00,2,1.8,-0.8,0,3.9,0,4.9,0.4,2.4,1,2.2,0,0.5,3.6,2.7,8,5.3,4.4,3.3,0,7.2,0,1,0,6.5,0
4/16/95 00:00,1.3,0,1.3,0.9,1.3,4.6,4.3,2.8,0.8,0,2.2,0,0.2,0,2,0,4.9,8,5.4,0,8.5,0,2.6,0,2.6,0.6
4/17/95 00:00,2.5,0,5.2,0,4.2,2.2,5.8,0.6,1.8,0,2.7,0,5,0,2,0,6.4,0.4,2.6,0,8.2,5.2,3.3,0,4.9,0
4/18/95 00:00,4.7,0,5.9,0,5.9,0,5.4,0,6.1,0,5.4,0,4.8,0,1.1,0,2.9,1.4,2.8,3.4,8.5,0,3.1,0,3.5,0
4/19/95 00:00,3,0.6,5.5,0.2,8.5,4,6.7,4,12,12,11.5,2.5,4.2,16,2.3,0,5.2,0,8.6,3.8,7.7,0.2,1.1,0,2.7,0
4/20/95 00:00,5.7,0,8,0,7.4,2.8,7.2,1.4,8.3,0,6.8,0,6.8,0,4.8,0,6.2,0,4.6,0,8.7,0,1.6,0,7.2,0
4/21/95 00:00,4.5,0,5.6,0.2,7.8,0,6.2,0,9.5,15,8.5,6.8,5.7,5.6,5.6,0,3.2,0.2,11.3,34.2,8.4,0,3.4,0,3.1,0
4/22/95 00:00,6.6,4.4,5.8,2.6,8.5,1.6,6.3,8.8,7.7,0.5,6.8,0,5.8,3.6,4.5,1,3.8,6,5.3,0,9.3,0,5,0,5.9,0
4/23/95 00:00,8.3,0,6.8,0,5,1.4,4,0.4,3.3,0,3.3,0,2,0,3.1,0,6.3,4.8,4.9,0,10.3,0,6,0,4.8,0
4/24/95 00:00,5.9,6,7.3,5,5.5,0,4.2,0,4,0,4.9,0,3.7,0,4.6,0,4.7,0,3.9,0,10.7,0,5.4,0,2.1,0
4/25/95 00:00,2.8,3.8,5.1,0,6.8,0,4.5,0.4,6.8,0,8.3,0,4.3,0,0.9,0,5.2,12,7,1.6,13.5,0,5.7,0,0.6,0
4/26/95 00:00,1.9,0,3.8,0,7,0,4.6,0,9.1,0,9.2,0,4.4,1.4,3.9,0,1.4,16.4,5.1,18.2,12.2,0,8.3,0,-0.7,0.4
4/27/95 00:00,6.3,0,4.1,0,7.2,0,4.4,0,8.2,0.5,6.6,6.6,6.8,0,1.2,3.6,1.5,15.6,8.7,3.4,14.6,0,10.5,0,0.5,0.8
4/28/95 00:00,0.5,5.6,3.1,2.4,4.4,0,2.9,0,9.9,18,8.2,0,5.4,9.8,2.1,0.6,0.7,1.8,7.8,0,13.7,0,11.9,0,4.3,0.4
4/29/95 00:00,1,0.4,3.3,1,1.6,3.4,2,0,7.8,1.8,7.3,0.2,4.7,0.8,4,0.6,1,0,6.3,0,13.9,0,7.8,0,6.2,0
4/30/95 00:00,2.4,0.5,4.1,0.4,2.5,2.4,4.7,0,10.1,0,8.5,0,6.6,0,3.3,2.9,0.2,0,5.9,0,13.1,0.2,6.8,0,4.9,0
5/1/95 00:00,1.4,0,3.4,0,5.7,0,8.8,0,,0,11.2,0,10.5,0,4.6,1,2.6,0,8.5,0,10.7,0,6.7,0,5.1,0
5/2/95 00:00,2.3,0,2.8,0,7.9,0,6.2,0,,0,10.9,0,9.1,0,7.6,0,3.7,0,10.3,0,13.7,4.6,5.3,0,6.1,1.4
5/3/95 00:00,2.9,3.3,5.7,0,3.2,0.2,3.2,0,12.7,0,14.7,0,11,0,6,1.8,1.4,0,12.2,3,11.7,1.8,6.4,0,7.9,0.4
5/4/95 00:00,6.3,0.6,7.1,0,8.1,0,7.6,0,13.2,0,12.9,0,10.1,0,4.4,0,-1,0.8,10.1,0,10.9,0,7.1,0.5,4.9,1
5/5/95 00:00,7.7,1.4,10.5,0,8.5,0,10.1,0,13.6,1.4,13.2,0.6,10.7,0.6,6.8,0,2.1,0,12.7,0.4,13.1,0,7.7,0,6.3,0
5/6/95 00:00,4.8,24.8,9.8,0.4,3.5,31.3,6.8,7.6,5.4,1,7,0,4,0,11.2,0,3.4,0,10.8,0,13.7,0,7.2,0,9.6,1.8
5/7/95 00:00,6.3,5.2,9.5,0,0.7,11.7,0.5,30.8,5.4,0,5.5,0,3.4,0,12.7,1.4,1.5,1.8,9.4,0,13.3,0,10.7,0,14.6,1.6
5/8/95 00:00,7.2,0,8.9,0,2,6.2,1.6,15.8,8.7,0,9.4,0,9.9,0,10.6,0,1.7,5.6,7.6,0,15,0,12.7,0,15.4,0.4
5/9/95 00:00,10.1,0,12.5,0,3.8,0.7,3.6,0.6,12.4,0,13.9,0,11.2,0,12,0,7.1,2.8,10.8,6,14.7,9.2,11.2,0,13.8,0
5/10/95 00:00,12,0,14.8,0,6.9,0,6.1,0.2,13.5,0.2,13.3,0.6,11.4,0,14.5,0,3.9,5.6,13.3,15.8,13.1,7.8,15.4,0,12.9,0
5/11/95 00:00,15.6,0,13.1,0,9.1,0,8.2,0,11.4,10,10.8,17.4,11.9,1,10.1,0,3.9,4.6,12.7,0.8,12.8,3.8,15.3,0,8.8,2.8
5/12/95 00:00,6.9,7.7,8.9,0,10.6,0,12.6,0,12,0.8,13.3,1,9.3,2,5.7,0,3.7,0.8,15.6,0,10,0,16,0,3.5,5.4
5/13/95 00:00,7.4,0,11.3,0,11.3,0,7.7,0,16.2,0,15.1,0,11.8,0,7.5,0.6,4.2,0.4,12.4,0,13.3,0,15.5,0,4.7,1
5/14/95 00:00,13.6,0.4,14,8.9,9.5,0,7.4,0,16.7,7,16.5,12.4,14.6,0,7.9,0,2.6,2.4,18.2,2,13.5,0,9.6,4,7.3,0
5/15/95 00:00,9.1,0.6,9.7,4.6,7.6,0,7.5,0,9.3,4,12.5,1.8,10.6,44,7.1,6.9,2.5,0.2,15.3,0,14.7,0,9.1,1.4,2.5,6.8
5/16/95 00:00,12.7,0,12.5,0,5.9,0,7.3,0,11.1,0.4,11.5,0,8.1,7.6,9.3,0,3.7,0.4,14.1,0,14.9,0,7.5,0,7.5,0.2
5/17/95 00:00,11.9,0,12.7,0,8,0,7,0,11.2,15.8,10.6,11,8.9,17.2,11.7,0,5,0,12.6,12.8,13.4,0,3.8,0,8.9,0
5/18/95 00:00,7.1,4.2,9.1,0.2,5.2,8,5.6,13.2,11.9,0,10.5,0,10.1,4.4,12.4,2.4,5.8,0,10.9,0,12.8,0,4.4,0,15.6,0
5/19/95 00:00,7.6,0,7.3,0.5,9.7,2,8.5,1,12.4,0,12.3,0,10.7,2,9.2,0,2.8,3.2,13.7,0,12.2,0,5.9,0,11.1,2.4
5/20/95 00:00,8.5,2.6,5.4,0.8,10.5,3.8,10.7,5.8,12.5,0,13.1,0.2,12.4,1,7.4,0,5.4,2.2,11.9,4.4,14,0,8.8,0,7.5,0
5/21/95 00:00,6,9.6,7.1,0,11.5,0,13,0,16.2,0,15.8,0.4,12.7,1,7.2,0,9.3,0,14.9,0,14.2,0,8.9,0,6.7,18
5/22/95 00:00,8.1,0,9.2,0,12.1,0,13,2.8,14.1,0,13.5,0,11.5,5.4,5.2,0.3,10.4,0,13.2,0,14,0,7.4,1.6,7.2,7.2
5/23/95 00:00,8.6,0,10.4,0,14.8,0,13.2,0,15,2.8,14.2,3.8,12.4,5,8.1,0.2,9.1,5.2,16,0,15.5,0,9.9,0,7.4,0
5/24/95 00:00,9.1,7.5,7.4,4,14.1,1.4,11.1,3,15.3,2,14.1,1.2,11.8,21.6,11.5,0,11.7,5.2,14.9,5,16,0,14.9,0,5.9,0
5/25/95 00:00,4.9,4,5.4,0,12.3,0,11.3,0,13.3,0,14.6,0,12.5,0,7.2,0,5.6,1.2,13.2,0.2,17.1,0,16.1,0,10.5,0
5/26/95 00:00,7.5,0,8.8,0,9.6,0,10.7,0,15.4,0.6,17.1,0,15,1.6,8.3,0.3,3.3,0,14.9,0,17.2,0,13.5,0,17.3,0
5/27/95 00:00,13.1,0,15.2,0,10.8,0,9.8,0,14,0,15.2,0,14.5,16.2,11.3,0,3.3,0,13,0,16.8,0,14.4,0,15,0
